x,y,z
9382,79432,10152
4211,93118,429297
2359,20773,213334
8426,15904,616807
4292,72949,614722
4409,78676,338049
1601,90711,385741
9626,70784,928311
928,29021,241942
8315,45459,922869
710,33975,177917
4808,61327,226932
1675,30917,876322
6097,10240,210588
3896,89184,930968
5424,46479,98818
5056,95213,640908
3077,35551,263986
10000,43901,86144
5087,38718,441527
1179,10331,43985
8917,4835,873661
2842,12981,246346
8912,32422,167505
8986,97761,444674
9195,1048,160261
2670,97584,823374
9536,38481,156406
8083,41697,844261
8646,11576,889294
3992,71875,199493
4598,4420,183953
1781,78347,454083
9926,57002,577319
5535,95896,671091
5216,36135,998078
8776,58890,250000
7704,38923,638798
231,18261,416973
2701,68945,424175
4342,68751,644608
9533,30197,729028
4686,94660,705744
6156,97822,37511
1696,71993,570116
7663,60901,794155
4421,72013,374233
5625,53420,352918
6734,80499,797590
3047,86703,410866
1237,84916,635812
5634,95828,197132
9435,37963,297245
7350,13951,45312
9380,58006,619822
9214,72507,287498
3900,46208,554412
2322,34500,986025
6676,22250,252182
1511,4213,818176
4179,76859,44111
6023,3394,756740
3856,8953,708567
5677,79870,957268
3699,35009,655860
8535,87151,264223
9528,120,498116
5026,36163,303700
1753,78775,974090
8375,75316,891907
977,95936,833691
2281,29025,747938
3365,61452,47629
1711,14803,925760
5083,23383,450897
3913,38485,602285
1807,58895,761987
9468,87672,433218
9815,49161,147014
4958,26141,257191
9473,24173,739165
3486,22304,777640
3189,39287,689017
220,67928,227010
2106,36984,283692
2774,97200,521929
3585,20469,939251
4674,91519,791775
7763,83659,610816
3962,167,421760
8459,79619,454633
9278,33936,772679
970,23555,19011
5510,44150,666606
8751,18642,862673
9026,16242,82208
1213,56620,736585
8226,90680,316735
6213,60473,606755
2992,83712,513277
5886,15167,254590
3689,36259,504747
2319,91326,48250
1157,86529,672171
2589,24222,65577
7410,69788,289868
4333,33998,214557
4739,29550,904497
497,49610,784077
5007,21667,476848
9268,98817,558811
7305,83528,41773
6617,10988,888808
9005,12971,699695
413,75340,578852
2423,37975,954098
6966,86843,945353
3134,55400,2392
1015,58920,153038
8504,80111,719270
6216,24880,264623
8640,57894,328916
4652,31481,669678
1657,70098,647228
1957,66107,104563
9195,90204,199651
9553,2075,978936
4512,18223,633620
7689,36492,972584
6963,79754,323395
9596,68035,734551
3882,92734,494179
1959,53179,213382
7548,14905,516630
3352,93725,476194
5690,30174,294925
5836,71616,230966
5507,90695,492476
2365,63257,804219
4452,51704,264681
8983,80018,517600
7310,19925,582818
5801,94095,67662
4258,6010,956420
9637,44456,258795
9123,60618,726236
5419,55669,216431
4134,41095,178157
6622,97448,360215
8407,53282,949164
8000,95405,576014
3699,29065,955846
8343,31219,279276
5627,75101,483389
6353,58561,661754
2841,47248,476420
4157,28321,17198
6170,56371,820023
3959,66021,477123
6293,14699,485983
8682,98802,249098
4996,93983,78142
2189,84661,406002
7969,20185,293276
3588,93117,382145
3665,88338,593361
2930,65872,606061
9516,66214,122039
4488,68549,668729
5893,45243,586984
3289,39528,688293
933,14526,152877
9676,71215,892876
8416,58737,598027
8716,41467,965614
9033,54332,797690
6520,62463,47187
6058,17276,352084
9213,88854,356204
3258,79206,305885
5434,14067,295905
2182,42505,959928
4303,45222,933612
9376,95956,977909
252,57957,143032
7560,23898,703790
3166,76693,407895
4755,66542,375766
7740,3234,188630
5898,35970,106900
7569,56640,39009
787,13609,581877
8854,89523,577154
7110,5863,530722
2931,91699,509567
6303,32266,309180
8737,51692,367170
1651,35181,556286
1195,65068,498508
781,29803,208062
599,98231,368124
9751,86436,9217
4716,23462,341407
777,12511,315847
5872,77453,829053
1284,85815,486914
4044,98137,956678
3246,67910,868855
9228,26853,53973
4873,2383,959828
9222,26910,362126
522,35011,851331
7169,95056,587265
1249,31251,241819
2826,45556,171372
6072,40547,617070
2220,93080,734458
6484,40009,374174
1393,16406,991361
3350,30633,51308
4772,19500,281061
5871,38085,157424
8801,22023,141409
6552,36930,456429
4413,49862,881134
9059,73971,9557
6903,22678,995868
4311,3017,145329
4588,57353,117586
9596,20789,287221
1157,1661,148123
8964,32927,386160
4395,82493,661985
2794,57997,87923
6451,87714,377384
6596,76162,987382
6796,31021,956622
6242,92270,249298
8218,95396,839634
4850,28372,210482
9922,8334,595547
8472,13118,488702
3845,67885,837751
367,71346,427411
4029,34294,29648
9303,97798,502638
8561,15163,979446
8732,57487,845717
8170,13607,839691
6710,19651,978512
3426,17137,522792
8946,38528,571934
363,19860,833151
4812,49403,79751
1454,92686,286096
869,24009,192910
8339,22972,733081
3218,47137,295845
2075,50881,91656
2142,56633,914088
2506,81598,634327
5960,8273,147059
9661,95390,612810
9031,93697,23484
3318,72092,593729
7834,43252,669656
2860,48969,504329
5143,3991,232723
6835,13932,559849
5540,46838,147258
8396,95624,15409
175,81093,550289
3522,31539,175531
4643,19306,983734
288,16260,478882
2590,30461,588042
3917,82340,663402
2189,26680,820255
2197,82751,222839
4766,45653,850907
8277,77683,318294
3274,61656,954125
1120,98146,290221
5063,75892,802453
416,24121,694503
4102,2719,34185
6690,33332,184500
2782,48169,670594
3684,54373,138428
5460,97319,983956
7949,77730,638066
1184,60925,572981
1789,28130,767554
390,54891,609328
503,86829,449166
4608,10760,365930
5011,66121,720761
3128,56392,412990
6763,86671,664667
8634,94402,296068
5110,82529,310165
1436,8836,600172
189,51017,583377
1790,68614,285367
2588,92065,812235
7151,40156,622373
3863,37041,521117
1085,72783,978831
5491,60483,66458
6633,33680,218764
3235,9135,61854
4544,18884,5149
8001,15201,986936
8706,54461,946748
9935,15663,279441
4060,17513,171149
5340,40276,917924
3620,31820,784182
6587,18728,934693
10,59305,383801
963,87157,991172
888,92255,566795
1570,4353,859250
2045,31398,960674
1005,91675,992686
850,97154,578971
5088,87332,929765
6969,43940,875123
6356,30829,231379
6802,48024,944158
3795,23361,226962
8956,78220,574425
1847,57184,601189
3455,2517,851617
407,49474,469023
1795,83590,924067
1374,95103,185395
8723,41778,469762
5999,49836,202639
1561,49637,625528
9487,11943,615502
1885,79535,802411
4607,76370,580251
3522,4448,11320
2600,40573,609776
2149,43362,850580
2526,19299,933618
1131,2248,558997
7969,25605,869271
3513,29459,140523
4936,36618,526122
6876,6695,336075
1434,80421,820238
9968,25711,21056
7095,35845,460255
5857,89170,332951
3774,72133,50074
9028,31778,72817
9261,86409,941411
4724,37027,538948
2855,27881,477455
2836,10805,758678
998,79294,451647
2690,29329,260891
7009,38701,992779
5146,68710,957995
2836,98677,920184
9067,47126,123624
376,34801,455589
6658,53332,640408
5878,36469,896605
3598,70931,840536
4342,55753,14891
9221,64121,344406
6046,51859,244768
5020,58902,164591
2620,85184,937059
8524,80201,787260
3361,61594,38407
4634,10269,59292
687,39898,357289
4839,82813,131466
2456,38828,919255
1644,6016,81001
4120,86413,845108
3265,96661,380513
3771,47491,544202
6023,32877,241326
7076,5790,218317
2243,46474,36342
2931,12941,31983
1684,32901,662283
9927,88804,33332
7949,41775,533363
6661,83284,793366
6359,73779,471245
8547,92003,336559
746,29546,607006
4794,10020,460063
7615,80677,586325
4741,7182,312107
8216,15579,636697
6688,15150,740212
9069,21340,251362
9417,66308,733941
4199,92624,121663
4094,78094,260376
7714,86298,323436
6326,5040,198541
1511,97357,172843
8157,63253,133888
3133,87945,52055
337,82027,88204
1632,40110,52670
3413,60603,535779
7419,54011,223846
5687,87566,39655
9383,31527,849267
8133,49404,200547
3476,18168,484005
7608,82994,223455
9357,79322,775346
547,31605,352704
3049,48840,535326
5581,95927,420548
6316,15412,993164
7936,9682,765784
7139,72072,376119
2227,43982,769733
9102,70096,77855
1555,16192,494543
1287,50788,947438
5714,87391,600871
483,35036,305436
6799,39096,935587
8012,49435,783572
9242,32550,931709
6065,53870,315564
9231,99781,309156
1,34044,583866
8513,29150,307793
2205,9239,738137
6593,48766,872787
7872,63648,978788
3089,96785,667203
7853,30729,364611
8917,72844,622210
2955,51024,922460
2668,76165,953525
2669,8016,597019
567,38263,306470
2037,94344,352027
1555,39110,743446
6285,76494,520167
2368,21810,401908
7978,73002,878959
532,77624,539002
7995,6594,529135
4492,74130,745212
2924,56427,406834
1548,62069,239905
155,39300,56234
2818,73641,115813
2534,94604,811813
1551,38392,34675
3602,31858,482412
5902,97048,237338
6400,17344,225840
6640,81994,495062
186,82111,184860
7487,40244,793422
7275,94734,753824
2841,41988,145306
8381,90771,990105
4543,37570,742000
7322,43517,607202
3663,28995,841323
5938,6811,212948
7779,56187,764474
7095,88269,842190
9874,93096,238249
170,70631,939439
9419,82139,213088
5591,56957,382039
3816,52524,418055
5090,46658,110178
4071,68275,571183
4755,66111,404264
8361,27547,286366
6910,15167,744690
8053,19702,175893
1438,60053,671318
1659,51516,549020
8008,85568,857609
4088,25981,625469
4901,79456,19160
7079,8307,644682
3171,39079,65822
843,69357,659316
7656,88754,987227
7113,28491,540344
6424,28307,900832
7724,83443,270926
3845,29550,790605
1722,42117,370665
2190,4255,624061
646,88856,584613
359,72867,590922
153,67054,536567
7249,5031,42211
2789,72603,191549
2540,71850,154034
3397,57982,33991
2287,96812,308376
8974,50173,624347
5484,28096,171354
6328,26064,404641
9210,66130,586339
6727,27753,873743
8362,23240,77145
2741,87471,579602
9138,98570,526003
8112,53279,644914
9613,84817,320665
6712,15121,156969
2470,49689,28668
3654,62252,929650
9172,55191,702203
1881,95640,732911
276,82933,617918
4995,9949,194553
9207,50745,607896
8309,69457,232168
6049,98335,469216
7994,15695,688468
11,11565,351716
7151,19073,389131
6886,18367,789340
411,99358,798082
2466,70066,710835
9746,63974,497861
991,23222,828223
8983,66229,333581
4460,82957,126871
5173,61683,578807
8934,93064,150124
3059,74281,172050
3481,57836,397788
5103,65330,645584
6942,12440,758794
4752,26483,462678
3444,76125,896858
5327,99980,83873
8810,48059,607129
1083,85985,236225
8118,81045,654872
8226,91902,33391
5525,56291,337247
9731,12700,313782
1012,15683,200251
1711,82218,10955
7208,58898,289945
7162,64959,925025
2186,46863,946351
4889,34367,833985
1361,78683,208011
9142,8586,467532
6713,11036,489072
8629,90998,823573
9612,9785,993584
4577,74746,662963
7013,45584,31485
1456,12582,476242
3507,14683,908291
9764,56992,857814
7859,92871,531720
424,22888,817520
6634,51387,796421
5766,40410,467924
8380,27288,784632
4284,33059,809887
1615,3994,150358
1785,78918,443318
6422,4792,208254
8321,65431,372631
4558,48743,672622
9316,23518,603497
111,12975,576225
1206,20888,217185
5237,95877,79407
4159,43579,836606
2199,35002,442112
9699,38041,602613
6349,64907,23306
2666,40603,448562
7662,76881,237400
6852,1587,965442
9225,47085,737527
3395,32662,151916
4664,31081,986904
1905,72977,533918
6430,72096,79945
1672,14040,559186
5858,75296,507153
4200,60092,155694
5552,78257,836718
4898,27314,122537
3249,30672,866972
2800,51571,304665
1409,33932,496456
1057,3616,242355
383,85584,411272
2666,36324,444313
318,66779,166750
9671,43674,275128
2224,46939,619368
4226,29982,46246
8376,4674,663287
1415,70849,474539
5289,94991,945376
1024,96731,590130
7238,99210,165618
4404,13584,243838
1478,56386,232831
6976,44566,482700
9506,36536,510924
3908,97652,400369
1418,88055,37313
6874,37686,104765
4288,44694,144967
8151,53440,260380
9845,36423,995798
1406,7924,861760
7660,31359,852565
358,35198,779039
6520,2144,74415
7413,59619,499511
7699,91364,551644
8175,63268,76803
8356,49372,379220
9277,68414,882550
9107,80014,455507
2948,69574,801197
2030,6325,427664
6209,90521,98011
2215,59734,434440
9809,22224,484386
6978,47541,861659
2385,87235,296302
9338,83775,321633
7142,26530,803431
7849,31761,777282
2665,69069,659750
3671,25031,372532
3733,12454,35702
4445,43405,772063
7942,83283,518086
3361,71578,407473
7502,71578,204692
9022,55772,277653
2342,49652,89511
8660,76774,114271
8541,42805,619032
9067,88795,115461
1781,13790,724421
7661,33884,42349
3061,94326,506330
9593,21385,77228
4535,55269,351978
3518,20305,176846
3247,833,291710
4824,75257,805586
5917,98302,941834
2028,94055,704041
9303,87288,68146
6009,2302,490370
6554,43386,149945
8156,11374,140115
4435,70316,129
2095,35285,833652
20,32001,18317
9415,94977,198067
1738,12556,998300
8857,43162,835716
1695,48811,700004
2481,55968,665916
5091,13447,789870
5592,29331,908225
2169,67441,863268
4516,26297,91697
763,62286,148777
8876,47237,855794
7763,4655,857414
1753,47096,333881
5767,55099,448366
3494,40861,914212
9597,46123,360622
1243,31690,895590
2128,78890,208015
7242,51596,625575
8182,37558,174303
8495,61505,337127
4998,80875,176514
9388,12961,901123
2635,3248,125688
5560,35036,746478
3843,42503,316598
1160,35686,88259
6928,65792,147286
3558,46144,349886
8626,91440,848341
8771,46121,266333
2110,84729,491603
8721,78271,467345
8238,20251,595026
3814,6299,16565
355,68918,158757
6471,69070,181297
6042,19287,404313
5686,99723,839140
1883,28424,764393
5337,34207,322398
8166,67319,260402
4887,92079,960326
9575,10973,15969
1156,62393,449894
5822,21045,9757
7255,11321,340588
9943,99655,789454
4949,99643,434855
1285,18511,400001
9446,78825,400815
4580,47491,318399
9749,41724,496915
1146,20171,301980
3701,11774,965389
3831,94532,793379
8204,147,816097
876,18310,4331
2458,36274,449839
4915,63395,171836
5277,8911,942738
1071,42312,303720
5692,30007,284917
6621,80491,163611
9291,24658,867629
4011,82942,154235
6958,10983,358214
8616,2000,681274
3009,28787,673680
9462,63428,339477
8171,50628,382691
4708,93840,204455
9896,2373,230770
8912,93190,378801
7590,17361,946305
8635,27730,345702
1060,92061,34555
290,57729,107075
203,96779,261677
2396,17561,890337
2810,4415,451827
6235,49763,517787
7950,82906,469979
137,80081,787413
9709,22027,623195
8806,5990,165137
1179,30311,505623
7475,75429,546249
4481,9949,914094
8551,97801,506268
6660,6279,520993
3665,53552,338510
6483,58504,610213
6697,79389,149870
5157,53108,278198
7503,22476,820649
7009,56234,646212
8607,46548,126626
2075,84316,523990
2051,86386,378368
9930,97791,272463
5752,47938,424874
5019,19665,147993
6016,16585,507329
8622,65637,100973
7283,41680,884460
3772,71164,330810
2992,52449,476032
4935,63290,206404
7897,75366,449040
9749,79527,14008
3737,34916,929173
1183,85790,210246
8520,82493,448135
2618,45056,149153
5300,2645,826040
4427,75904,423319
4156,77500,438580
6476,82379,412054
2938,3247,839489
6776,35655,820770
559,3781,113273
818,91013,415041
7304,46986,830152
4641,22617,294850
5894,2917,773151
2088,16886,657479
5394,3360,822423
3157,6164,256695
4386,12602,759841
1389,40113,650734
4675,96287,830172
229,13919,633007
6548,66483,750439
8964,59254,704724
4455,55680,768108
1392,14533,309548
9625,86721,929115
9572,47986,763947
9802,70855,167329
9093,87446,396561
5732,37045,42797
3016,97888,149734
3200,65231,667501
4301,79984,914760
7100,81647,853090
7783,57775,861304
865,11938,361457
4395,75112,39401
1270,6291,651933
9530,7658,536294
6824,61191,970556
4462,25641,66250
1022,66860,90581
8196,44718,49137
2696,48281,130254
8491,58827,691927
876,27565,251818
1927,81099,689104
8760,24394,564120
517,43586,389353
3271,37184,697988
6863,39173,957665
2078,22085,291604
1327,86891,324846
8374,81519,615194
2097,41486,331817
971,53918,401154
4906,66249,833920
5559,51944,920365
9995,55302,831196
3134,35142,480773
6629,2832,32212
9866,85528,75371
2210,37903,366055
340,76220,611756
1362,53603,887720
3894,17266,705415
7842,78053,709131
79,93069,937711
8976,79271,513556
8261,93813,902750
2549,96673,279623
7090,87126,302641
6780,37799,709679
1306,17938,832233
7041,84825,127343
3391,20879,224222
572,32146,882406
2602,24988,347464
5193,18284,53340
1461,77756,279725
7410,80427,517421
8660,64663,946817
1073,51572,969227
3608,14965,162759
7343,57870,721617
9172,79435,666111
9057,51330,986818
3239,38438,818066
8998,28200,315568
888,28842,461172
2367,76583,323816
5195,15737,319327
5254,57127,484061
312,52780,16611
7810,37654,418532
7300,31992,442068
4673,61155,731137
9707,5550,784187
6024,86116,135390
4071,3109,885840
8075,44270,529030
3517,94009,653148
5289,79592,415030
1630,8359,542655
543,63466,953560
3597,82270,837978
4156,86529,161683
1452,56534,74592
7899,12516,382889
793,28967,595482
6747,50257,246281
2398,58242,587432
3133,4137,825158
5449,80384,818867
1914,69697,748291
2933,14727,361836
7151,83089,782607
6068,60658,516790
8431,62126,144254
5932,3039,406503
841,790,435039
2524,50631,741190
2715,55075,772930
8244,13578,446085
9979,1129,357766
6884,2985,232741
315,17988,929166
7140,8075,737285
1824,27029,836406
4705,55215,526509
4491,56576,283741
7862,62183,862702
1281,4430,804799
9553,38881,110114
4969,2488,480519
9983,89687,738867
1324,815,401106
4960,60213,551890
9318,75508,256618
1897,53929,70654
783,8115,997990
9555,9838,697987
5788,73999,690134
7515,14347,390863
137,1502,346075
6735,11975,785999
1699,52577,297532
6420,15977,171048
3784,40182,909167
9503,94312,453814
9378,64662,694081
3345,82604,241107
5010,5817,920374
85,49864,650754
1796,58947,409810
4405,57749,294203
5466,11756,135549
3149,55741,193865
6235,4951,468364
9097,75421,183917
9694,15561,202848
1728,53535,166138
7160,12738,795729
397,99852,958993
7284,35183,166473
3184,29327,717907
205,77249,490097
415,7008,984718
4789,63876,652614
9864,64276,432567
7620,92088,274170
1909,42038,919915
7603,55544,409070
8195,10309,82360
7748,99558,715843
4833,85204,330702
9751,57092,765552
461,14170,230715
7702,65037,709931
5036,35312,822883
787,41649,747235
2742,52124,212205
3672,27670,640560
8053,37209,264510
7138,1445,930363
7574,37341,952457
1178,87472,575041
7218,18538,745015
760,66460,527824
1928,70630,67701
9881,93325,152375
5384,94728,123355
1835,25979,946378
3238,98706,478832
951,80830,906261
1979,54433,339891
334,9727,781935
396,14297,383748
8618,96428,663269
2875,22710,548168
5626,53914,507196
9053,20895,140644
875,94313,877919
5087,83597,458497
4689,74265,558899
2310,95836,298321
372,29003,224856
9255,96869,424539
7171,88647,27462
448,48817,957854
8815,25720,172516
2394,52261,726878
3816,19158,234530
7033,77669,477940
781,11730,789457
3607,40760,255701
6747,93726,969307
8441,55657,543176
1323,41519,890413
9520,64595,117436
8204,4836,134912
3612,33276,477175
242,6891,126502
6587,68526,328573
5556,21890,219213
211,72082,219406
702,66668,574052
9847,13708,788822
9016,16096,519207
962,82474,37683
5562,76435,638357
2819,83428,320217
1103,93135,893149
6445,40049,976552
8698,52503,351436
8447,56006,41507
5629,53694,769344
3325,92570,225147
4811,93507,798675
1625,1159,913973
5504,46999,531843
8606,70761,123192
6685,48645,539473
8294,94348,748960
7265,48047,569954
8599,98301,206560
1660,67228,6791
1395,26808,101130
5563,79596,873182
1040,37127,351585
5032,89789,995585
2387,51990,787879
1547,85516,969590
7167,15508,253871
9497,43712,212056
490,8150,483101
9976,75262,758748
2087,20870,824504
9057,66479,680847
6486,54721,539692
4646,22750,364132
9568,60482,387685
9984,59697,32064
6832,8888,913509
2659,62492,613115
8840,64516,43324
4164,70754,170671
4954,17743,119666
3184,59529,724468
9279,28214,599596
2095,78904,926572
300,68432,649015
9050,42869,549037
21,58630,368126
3664,30075,724834
3531,82531,437611
5896,93024,509995
9843,81850,854387
5822,65903,504407
1733,5281,937664
7576,95848,843074
4008,55554,101712
1527,99425,330967
3816,41542,884854
4821,90948,467089
2344,12535,918391
4273,63384,833171
9976,83111,753415
8126,55054,958618
6795,58765,2837
4757,77617,222751
1833,47313,978544
5785,37323,626832
8607,7745,767533
65,32527,318555
7496,27715,911975
3697,7925,23760
7945,68294,18410
8186,80998,223452
4402,51850,434237
4817,87740,700801
3980,26806,389384
7180,82172,186758
8987,58123,924789
2015,21233,675594
1290,42631,380356
9,93464,225468
2457,7345,256561
6629,72143,989001
3821,62854,631673
4683,59699,926143
4760,44828,147874
7358,89722,121631
4751,1932,878083
1253,78968,378434
5191,35753,626361
1695,37207,758397
8149,88357,373538
8965,53441,348931
2101,64762,453146
404,38345,178605
6710,96283,37953
692,33083,737497
2829,86415,106282
4149,19627,272415
9607,82588,175794
9099,3996,66004
7359,16539,705726
8864,44306,190807
5818,61550,98804
7194,98605,332101
9137,75103,656011
7538,71261,992291
1741,11969,113256
5023,70468,891463
8381,97418,835355
9349,36813,499701
2149,44000,520770
1255,81969,338309
1051,78836,679610
5006,30442,387079
2235,65405,836465
1016,65263,585011
3931,8603,232841
8031,60482,652993
7460,99670,793804
1998,72770,779923
7992,46899,906827
4160,94800,756976
2253,63411,958375
1060,4256,721012
4233,60063,643763
527,95770,401959
3160,84726,877923
4292,68488,880353
4015,11614,821198
7768,22868,814645
8409,89953,637240
314,75747,196036
6327,36370,228017
4386,64210,669088
6237,38552,277670
8253,7040,474230
7182,3151,301131
7308,80952,522167
4981,37877,651833
4645,62574,974470
915,77635,218562
3008,89006,698796
2396,65944,690805
6539,25183,801409
9182,15660,734028
7075,77048,912182
889,82396,61500
8601,46480,215419
4392,29946,731969
5078,85033,386437
8496,80490,755578
5870,94310,56372
4746,7481,218726
9029,93730,454772
2583,53488,482922
4761,72834,609628
1334,79042,931315
48,75379,127439
1171,63415,102950
3345,51376,829287
2006,57345,624687
4404,34745,19558
2701,3828,719250
9484,9677,344812
4975,96017,111253
222,56376,991271
6638,67810,99705
9849,39744,830314
3472,83725,735343
3410,41581,846706
4841,54631,11306
4117,55085,58610
5927,60965,874525
5982,45812,647566
2028,92161,997164
2959,50565,181361
7268,4149,938218
8351,64493,724589
6881,18555,258931
8852,58689,809474
1232,29499,996240
9128,22810,48358
5655,9712,274056
6942,19291,501176
1910,16673,304232
8522,1484,739590
4702,60522,658568
9912,67204,565522
1783,74990,213912
515,48565,536040
4225,56852,456327
1879,73449,32858
668,23278,426468
3940,65945,997909
9249,10554,570531
3266,19338,994317
4984,93511,319901
3596,4237,872260
9820,56912,706429
1835,51356,610968
7239,58100,429608
8578,48909,860226
2512,60174,190910
9811,95813,543199
327,80025,953910
9786,41740,849626
8067,50704,50103
7269,71334,52826
7427,45402,617808
5168,82749,950311
2785,33017,939098
6903,61634,417781
2181,16411,195682
9937,5367,116005
1846,75589,41403
4157,7150,233138
2580,34001,498646
935,60439,506646
3731,57442,614826
7803,57401,11437
1799,27596,635318
4954,40360,340934
4992,94989,177669
4349,14897,758577
9512,2261,298997
2441,77083,387624
6258,25814,558140
4264,4546,604454
3203,12295,754719
3821,48187,799752
6602,54655,925706
3850,13812,672390
4051,66439,149295
1950,38040,758352
5593,36907,804024
5008,65328,963190
7256,52611,459796
9006,66486,152236
1440,51413,868514
6607,35127,958726
7364,92687,533181
7156,55193,29297
8560,80461,597044
9597,76386,154029
5442,78104,216594
1826,42699,286667
9806,59465,328528
4939,63276,548782
7189,31383,319754
7849,65017,379001
8733,28029,833467
9932,43726,187541
5279,94953,707665
8150,31373,60613
5636,46878,303947
2204,12376,34784
5321,91051,586048
6189,80872,526071
4412,89148,345904
5277,72623,820095
1647,74076,775254
108,8417,260615
7651,79395,70676
396,86972,515591
6337,97636,293973
3081,98904,31183
2531,28001,378021
9243,6223,997934
5261,86499,534948
8151,71353,209182
348,63050,935130
2588,2546,597576
5769,85356,525341
5127,95921,416664
1892,81701,869198
653,78752,769068
6718,68665,255568
7871,49286,55878
3720,86100,274622
1691,51294,276825
8635,1403,964333
5069,5601,139279
7886,31062,491223
2970,45675,574361
3812,71925,227854
1877,88531,268365
2068,89212,380402
5589,84747,412949
6741,81546,218981
5211,91842,527445
8578,19449,785327
5918,73159,443319
3237,79547,535922
5523,40190,801258
5540,55257,141993
9090,67674,486807
6939,15942,796292
7401,7713,211150
6374,94993,999038
1368,16907,642900
5392,78818,803381
3428,81502,76123
433,56389,188961
4508,44008,271933
4163,16275,829786
1266,92883,305832
878,19359,325848
830,19351,901099
3435,48102,809301
8327,44783,315327
937,60115,7051
4281,20144,649787
7900,87191,504601
4902,11149,761966
9146,84504,346601
3720,16756,860626
4022,34223,535218
2869,12867,147534
8596,81931,922975
1892,22007,306822
7682,77031,103966
9358,57138,118199
5050,70186,977285
3500,38334,878191
8435,98750,748387
3886,62404,84237
3581,72318,202929
2757,28503,541856
1883,24507,764977
2205,6484,241857
3045,34373,318400
1963,63230,972440
6211,43180,103727
5548,68562,525564
3672,45965,166449
5788,29953,81735
503,69540,973734
179,7407,950383
1862,5493,120385
757,61574,510760
204,68411,631381
4942,18184,144421
1245,12009,713683
2837,10042,865503
5806,34915,751599
2562,5346,985010
8111,27076,934974
6576,29269,914235
9215,25611,968114
9455,50765,470901
469,48350,227031
4024,26237,998351
1833,61679,536444
5592,61763,901348
4775,20198,738098
4336,49008,454159
5370,87191,514456
3762,28151,287277
7529,66014,682077
3508,84271,660012
9581,24354,386176
2133,19691,865495
5545,45049,624374
9738,9902,806881
4056,69317,24149
8116,38000,448987
4328,4447,803865
7343,9705,354737
1231,58891,958001
7246,28523,22061
926,53148,199216
1333,23687,182888
2654,50520,361995
5800,76939,290447
6202,95563,727454
1299,84248,317296
8720,79142,860695
6700,41105,484826
5917,73423,186373
9820,61782,959781
1789,77686,577229
5412,23058,993092
3340,18051,8106
9602,72741,884766
9933,20335,196808
8012,88125,433812
7369,94424,923726
128,50912,949577
5431,66943,973134
7291,93957,68983
7558,31119,552162
9836,50618,948116
9235,62873,457215
4899,52855,975748
9297,84695,465994
6852,56794,640236
2722,61086,803636
431,24807,12575
2081,18758,409295
7714,47849,932641
6280,87283,526606
9913,5166,84009
8690,11767,128264
468,36208,790976
2276,87630,959617
8806,45705,556783
1888,59194,742446
1215,53471,437086
574,79125,505348
3270,50715,11645
2446,49424,600133
3249,35836,653989
7232,75012,612927
8050,85468,523807
5251,78550,21603
8436,90251,635627
8626,68125,138116
2686,44988,184383
4396,47252,402750
6090,5019,535284
8990,61419,508731
8004,85830,528151
3515,79592,274569
875,44397,992810
8858,51892,273999
8945,84508,68657
8748,88385,861901
6787,21874,406289
5374,45025,474580
2952,8996,151001
2499,93452,163766
3130,53625,651436
193,12098,5250
8056,15288,923763
2827,35739,250299
6319,17034,107150
855,21246,912989
8005,68671,66427
7866,20861,364366
4134,54229,511902
7317,17287,9826
8678,48305,435672
5563,54101,256071
1325,32023,542693
2647,20374,511249
371,56897,16520
9113,57366,273402
4724,71792,686212
5665,34389,27838
9188,23634,81106
2775,45966,199078
2487,61565,231094
6768,22164,690536
278,31636,461043
4812,97580,539785
3750,76478,922741
5812,9755,877823
7786,6615,917935
5516,50018,684353
2399,79432,924137
2170,7163,610492
4727,9976,826907
8104,25002,306721
8161,45958,490141
5973,44702,294688
9128,82999,221575
1364,66843,372895
4901,18052,235937
1339,41424,322520
5434,3639,435692
6241,78907,117898
1204,40631,27349
6744,26856,769960
5665,82125,560218
1585,15980,458317
2021,66408,725628
7925,2177,714272
6840,11133,575644
2288,26421,149170
9307,77180,459819
9470,7371,387680
8372,20154,866321
9015,84781,760624
8661,89632,110474
8687,2186,383271
5803,47118,363485
2686,76126,940868
4618,21474,805552
3549,37760,416961
4097,24005,675301
7453,84096,519373
1042,33650,555885
1313,52074,964410
487,72388,908804
2464,86308,281474
7535,37153,903086
4746,50603,90442
2328,59860,183840
466,62538,127793
1515,5949,345947
1334,94507,443380
8088,29412,745301
3826,75071,316064
1557,77521,941724
5790,94786,82068
6672,58566,650122
4961,99284,699248
699,62530,53814
5827,53750,422038
1025,52997,543663
3598,98845,274770
7488,41934,122546
509,33890,898429
1294,6965,36712
9583,49003,533006
3931,61705,476011
9152,39111,119755
3075,15019,148726
5944,87723,304905
3018,77061,92867
9784,87990,496941
7528,51204,75023
2123,29894,776379
3668,46971,314604
8919,82921,717573
2427,55263,729580
6301,99443,44397
1231,71599,332694
6720,88466,41002
7404,42818,374159
8125,50680,300106
4427,24690,156106
1248,78924,967753
4211,57244,921590
3664,92438,189391
9416,7987,110527
8091,70060,383305
9424,75201,214482
189,60628,174992
9282,12795,586042
3453,3423,220840
7345,72130,631803
7258,35002,795303
6262,74977,967233
6989,86525,292692
2045,22451,522250
1469,6618,831213
4983,87642,886990
9462,32055,784546
6295,76863,263569
2389,1362,88936
